Absorber Layer,PCE,Voc,Jsc,FF
AgBiS2,"{'value': 5.71, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 18.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': None, 'unit': '%'}"
PbS,"{'value': 5.24, 'error': None, 'unit': '%'}","{'value': 0.47, 'error': None, 'unit': 'V'}","{'value': 17.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
PbS,"{'value': 3.58, 'error': None, 'unit': '%'}","{'value': 0.45, 'error': None, 'unit': 'V'}","{'value': 16.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.0, 'error': None, 'unit': '%'}"
Sb2S3,"{'value': 1.18, 'error': None, 'unit': '%'}","{'value': 0.3, 'error': None, 'unit': 'V'}","{'value': 9.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 0.41, 'error': None, 'unit': '%'}","{'value': 0.444, 'error': None, 'unit': 'V'}","{'value': 1.93, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.9, 'error': None, 'unit': '%'}"
Sb2S3,"{'value': 0.56, 'error': None, 'unit': '%'}","{'value': 0.265, 'error': None, 'unit': 'V'}","{'value': 6.46, 'error': None, 'unit': 'mA/cm2'}","{'value': 32.9, 'error': None, 'unit': '%'}"
NOC6F-1 and NOC6F-2,"{'value': 6.74, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 13.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.26, 'error': None, 'unit': '%'}"
IDT-EDOT,"{'value': 11.32, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 57.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 85.0, 'error': None, 'unit': '%'}"
IDT-PDOT,"{'value': 2.18, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 51.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.0, 'error': None, 'unit': '%'}"
dibenzo-BODIPY-incorporating phenothiazine dye,"{'value': 7.69, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 19.09, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.00000000000001, 'error': None, 'unit': '%'}"
SM1:PC61BM,"{'value': 1.01, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 3.13, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.0, 'error': None, 'unit': '%'}"
SM2:PC61BM,"{'value': 0.41, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 1.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 39.0, 'error': None, 'unit': '%'}"
SM3:PC61BM,"{'value': 0.54, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 2.97, 'error': None, 'unit': 'mA/cm2'}","{'value': 27.0, 'error': None, 'unit': '%'}"
SM4:PC61BM,"{'value': 0.31, 'error': None, 'unit': '%'}","{'value': 0.69, 'error': None, 'unit': 'V'}","{'value': 1.53, 'error': None, 'unit': 'mA/cm2'}","{'value': 28.999999999999996, 'error': None, 'unit': '%'}"
n-Sn0.86Co0.04O2/p-Cu2O nanostructures,"{'value': 1.2, 'error': None, 'unit': '%'}","{'value': 2.325, 'error': None, 'unit': 'V'}","{'value': 1.426, 'error': None, 'unit': 'mA/cm2'}","{'value': 36.0, 'error': None, 'unit': '%'}"
PCBM/BCP,"{'value': 16.57, 'error': None, 'unit': '%'}","{'value': 1.027, 'error': None, 'unit': 'V'}","{'value': 21.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.0, 'error': None, 'unit': '%'}"
Tr-PDI3/BCP,"{'value': 17.45, 'error': None, 'unit': '%'}","{'value': 1.032, 'error': None, 'unit': 'V'}","{'value': 21.47, 'error': None, 'unit': 'mA/cm2'}","{'value': 79.0, 'error': None, 'unit': '%'}"
Tr-PDI3-C/BCP,"{'value': 16.9, 'error': None, 'unit': '%'}","{'value': 1.047, 'error': None, 'unit': 'V'}","{'value': 20.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.0, 'error': None, 'unit': '%'}"
C60/BCP,"{'value': 17.53, 'error': None, 'unit': '%'}","{'value': 1.068, 'error': None, 'unit': 'V'}","{'value': 21.18, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.0, 'error': None, 'unit': '%'}"
Tr-PDI3/C60/BCP,"{'value': 19.83, 'error': None, 'unit': '%'}","{'value': 1.081, 'error': None, 'unit': 'V'}","{'value': 22.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 83.0, 'error': None, 'unit': '%'}"
Tr-PDI3-C/C60/BCP,"{'value': 19.24, 'error': None, 'unit': '%'}","{'value': 1.086, 'error': None, 'unit': 'V'}","{'value': 21.97, 'error': None, 'unit': 'mA/cm2'}","{'value': 81.0, 'error': None, 'unit': '%'}"
Bi2Se3,"{'value': 5.52, 'error': None, 'unit': '%'}","{'value': 0.65, 'error': None, 'unit': 'V'}","{'value': 15.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
Bi2Se3,"{'value': 4.47, 'error': None, 'unit': '%'}","{'value': 0.59, 'error': None, 'unit': 'V'}","{'value': 11.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
PIDTV-ffBT:PC71BM,"{'value': 7.3, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 17.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
PIDTV-ffBT:PC71BM,"{'value': 7.3, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 17.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
GQD-NO,"{'value': 7.43, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 11.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.9, 'error': None, 'unit': '%'}"
ZnO,"{'value': 6.56, 'error': None, 'unit': '%'}",,,
δ-FAPbI3,"{'value': 23.16, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
FASnI3,"{'value': 30.12, 'error': None, 'unit': '%'}","{'value': 1.26, 'error': None, 'unit': 'V'}","{'value': 26.61, 'error': None, 'unit': 'mA/cm2'}","{'value': 89.92, 'error': None, 'unit': '%'}"
PHBTRU and PFBTRU,"{'value': 2.66, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 7.12, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': None, 'unit': '%'}"
PHBTRU and PFBTRU,"{'value': 1.99, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 6.17, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
Sb2S3,"{'value': 3.6, 'error': None, 'unit': '%'}","{'value': 0.614, 'error': None, 'unit': 'V'}","{'value': 12.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.0, 'error': None, 'unit': '%'}"
Sb2S3,"{'value': 3.9, 'error': None, 'unit': '%'}","{'value': 0.612, 'error': None, 'unit': 'V'}","{'value': 13.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.0, 'error': None, 'unit': '%'}"
DCAE7T-F1,"{'value': 2.26, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 5.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.0, 'error': None, 'unit': '%'}"
PTB7/PC71BM,"{'value': 9.54, 'error': None, 'unit': '%'}",,,
PBDTTT-EFT/PC71BM,"{'value': 10.43, 'error': None, 'unit': '%'}",,,
PTB7,"{'value': 9.54, 'error': None, 'unit': '%'}","{'value': 0.746, 'error': None, 'unit': 'V'}","{'value': 18.86, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.8, 'error': None, 'unit': '%'}"
TiOx,"{'value': 2.98, 'error': None, 'unit': '%'}","{'value': 0.64, 'error': None, 'unit': 'V'}","{'value': 9.66, 'error': None, 'unit': 'mA/cm2'}",
PEA0.08FAxSnI3,"{'value': 8.0, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
EA-perovskite film,"{'value': 15.58, 'error': None, 'unit': '%'}","{'value': 1.024, 'error': None, 'unit': 'V'}","{'value': 19.96, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.3, 'error': None, 'unit': '%'}"
EA-perovskite film (annealed),"{'value': 15.83, 'error': None, 'unit': '%'}","{'value': 1.058, 'error': None, 'unit': 'V'}","{'value': 20.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.81, 'error': None, 'unit': '%'}"
PBDB-T:PG1,"{'value': 11.5, 'error': None, 'unit': '%'}","{'value': 0.94, 'error': None, 'unit': 'V'}","{'value': 17.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.0, 'error': None, 'unit': '%'}"
"Cu(In, Ga)Se2","{'value': 13.5, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
Control,"{'value': 16.6, 'error': None, 'unit': '%'}","{'value': 1.04, 'error': None, 'unit': 'V'}","{'value': 21.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.4, 'error': None, 'unit': '%'}"
SCOE-based,"{'value': 18.95, 'error': None, 'unit': '%'}","{'value': 1.06, 'error': None, 'unit': 'V'}","{'value': 23.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.53, 'error': None, 'unit': '%'}"
CdSe QDs:PCPDTBT,"{'value': 1.17, 'error': None, 'unit': '%'}","{'value': 0.614, 'error': None, 'unit': 'V'}","{'value': 6.89, 'error': None, 'unit': 'mA/cm2'}","{'value': 27.6, 'error': None, 'unit': '%'}"
DTTz-DTBTT,"{'value': 1.64, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 5.11, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
TiO2 electrode modified with porphyrin,"{'value': 4.1, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 10.6, 'error': None, 'unit': 'mA/cm2'}",
"(Pb,Cd)S","{'value': 0.32, 'error': None, 'unit': '%'}","{'value': 0.49, 'error': None, 'unit': 'V'}","{'value': 1.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 36.0, 'error': None, 'unit': '%'}"
PCBM,"{'value': 10.7, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 22.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
P2Se4TTT,"{'value': 1.18, 'error': None, 'unit': '%'}","{'value': 0.65, 'error': None, 'unit': 'V'}","{'value': 4.49, 'error': None, 'unit': 'mA/cm2'}","{'value': 30.5, 'error': None, 'unit': '%'}"
Cu2ZnSnS4,"{'value': 7.09, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
N/A,"{'value': 16.61, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 27.02, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.14, 'error': None, 'unit': '%'}"
P(PDI-BDT-T),"{'value': 4.71, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 11.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.1, 'error': None, 'unit': '%'}"
P(PDI-BDT-O),"{'value': 2.75, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 10.14, 'error': None, 'unit': 'mA/cm2'}","{'value': 37.6, 'error': None, 'unit': '%'}"
Nb-doped rutile nanorods,"{'value': 50.0, 'error': None, 'unit': '%'}",,,
36:PC61BM,"{'value': 5.44, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 9.77, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.9, 'error': None, 'unit': '%'}"
37:PC61BM,"{'value': 4.56, 'error': None, 'unit': '%'}","{'value': 0.95, 'error': None, 'unit': 'V'}","{'value': 8.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
38:PC71BM,"{'value': 6.92, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 11.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.3, 'error': None, 'unit': '%'}"
39:PC71BM,"{'value': 4.34, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}","{'value': 8.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
40:PC71BM,"{'value': 9.95, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 14.61, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.0, 'error': None, 'unit': '%'}"
13:PC71BM,"{'value': 6.15, 'error': None, 'unit': '%'}","{'value': 0.85, 'error': None, 'unit': 'V'}","{'value': 10.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.1, 'error': None, 'unit': '%'}"
14:PC61BM,"{'value': 6.1, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 13.98, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.4, 'error': None, 'unit': '%'}"
20:PC71BM,"{'value': 9.3, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 14.87, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.7, 'error': None, 'unit': '%'}"
45:PC71BM,"{'value': 4.15, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 9.47, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.199999999999996, 'error': None, 'unit': '%'}"
46:PC71BM,"{'value': 5.67, 'error': None, 'unit': '%'}","{'value': 1.03, 'error': None, 'unit': 'V'}","{'value': 10.07, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.7, 'error': None, 'unit': '%'}"
47:PC71BM,"{'value': 5.11, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 8.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.8, 'error': None, 'unit': '%'}"
48:PC71BM,"{'value': 6.75, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 11.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.4, 'error': None, 'unit': '%'}"
49:PC61BM,"{'value': 2.13, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 5.17, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.0, 'error': None, 'unit': '%'}"
50:PC61BM,"{'value': 5.42, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 8.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
51:PC61BM,"{'value': 7.93, 'error': None, 'unit': '%'}","{'value': 0.95, 'error': None, 'unit': 'V'}","{'value': 11.86, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
52/PC61BM,"{'value': 4.16, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 6.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.0, 'error': None, 'unit': '%'}"
53:PC71BM,"{'value': 5.26, 'error': None, 'unit': '%'}","{'value': 0.94, 'error': None, 'unit': 'V'}","{'value': 5.26, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
54:PC71BM,"{'value': 5.64, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 9.94, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
55:PC71BM,"{'value': 2.98, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 6.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.6, 'error': None, 'unit': '%'}"
56:PC71BM,"{'value': 5.05, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 9.94, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.099999999999994, 'error': None, 'unit': '%'}"
57:PC61BM,"{'value': 5.84, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 10.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.0, 'error': None, 'unit': '%'}"
58:PC61BM,"{'value': 5.03, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 8.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
59:PC61BM,"{'value': 5.31, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 8.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.0, 'error': None, 'unit': '%'}"
PTICThBT:PC71BM,"{'value': 2.62, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 8.54, 'error': None, 'unit': 'mA/cm2'}","{'value': 36.0, 'error': None, 'unit': '%'}"
PTICThBT:PC71BM,"{'value': 1.47, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 6.29, 'error': None, 'unit': 'mA/cm2'}","{'value': 28.000000000000004, 'error': None, 'unit': '%'}"
PTB7:PC71BM,"{'value': 8.32, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 14.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.9, 'error': None, 'unit': '%'}"
P1/PC61BM,"{'value': 0.53, 'error': None, 'unit': '%'}","{'value': 0.43, 'error': None, 'unit': 'V'}","{'value': 2.89, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.0, 'error': None, 'unit': '%'}"
P2/PC61BM,"{'value': 0.44, 'error': None, 'unit': '%'}","{'value': 0.43, 'error': None, 'unit': 'V'}","{'value': 2.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 41.0, 'error': None, 'unit': '%'}"
α-FAPbI3,"{'value': 24.85, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3,"{'value': 19.3, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 21.78, 'error': None, 'unit': 'mA/cm2'}","{'value': 80.3, 'error': None, 'unit': '%'}"
PThTITI,"{'value': 5.53, 'error': None, 'unit': '%'}",,,
PSeTITI,"{'value': 6.17, 'error': None, 'unit': '%'}",,,
SubPc/C60,"{'value': 2.62, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 4.81, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.88, 'error': None, 'unit': '%'}"
SubPc/C60,"{'value': 2.53, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 4.59, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.33, 'error': None, 'unit': '%'}"
TPDI/SubPc/C60,"{'value': 2.85, 'error': None, 'unit': '%'}","{'value': 1.18, 'error': None, 'unit': 'V'}","{'value': 5.54, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.56, 'error': None, 'unit': '%'}"
TPDI/SubPc/C60,"{'value': 3.21, 'error': None, 'unit': '%'}","{'value': 1.15, 'error': None, 'unit': 'V'}","{'value': 5.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.47, 'error': None, 'unit': '%'}"
TBDI/SubPc/C60,"{'value': 3.56, 'error': None, 'unit': '%'}","{'value': 1.13, 'error': None, 'unit': 'V'}","{'value': 5.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.22, 'error': None, 'unit': '%'}"
SubNc/C60,"{'value': 3.23, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 6.83, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.09, 'error': None, 'unit': '%'}"
TPDI/SubNc/C60,"{'value': 4.15, 'error': None, 'unit': '%'}","{'value': 0.85, 'error': None, 'unit': 'V'}","{'value': 8.13, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.86, 'error': None, 'unit': '%'}"
TBDI/SubNc/C60,"{'value': 4.17, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 7.95, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.5, 'error': None, 'unit': '%'}"
ZnO/CuSbS2,"{'value': 1.61, 'error': None, 'unit': '%'}","{'value': 0.491, 'error': None, 'unit': 'V'}","{'value': 5.87, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.0, 'error': None, 'unit': '%'}"
ZnO,"{'value': 0.18, 'error': None, 'unit': '%'}","{'value': 0.269, 'error': None, 'unit': 'V'}","{'value': 1.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.0, 'error': None, 'unit': '%'}"
Mesoporous TiO2 film consisting of TiO2 NPs and TiO2 NSs,"{'value': 37.9, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 4.98, 'error': None, 'unit': '%'}","{'value': 7.805, 'error': None, 'unit': 'V'}","{'value': 122.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
Cu2O,"{'value': 13.7, 'error': None, 'unit': '%'}","{'value': 0.584, 'error': None, 'unit': 'V'}","{'value': 36.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.8, 'error': None, 'unit': '%'}"
PBDB-T,"{'value': 14.02, 'error': None, 'unit': '%'}","{'value': 0.916, 'error': None, 'unit': 'V'}","{'value': 21.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.1, 'error': None, 'unit': '%'}"
PBDB-T,"{'value': 7.41, 'error': None, 'unit': '%'}","{'value': 0.872, 'error': None, 'unit': 'V'}","{'value': 15.08, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.4, 'error': None, 'unit': '%'}"
PBDB-T,"{'value': 14.02, 'error': None, 'unit': '%'}","{'value': 0.899, 'error': None, 'unit': 'V'}","{'value': 20.74, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.7, 'error': None, 'unit': '%'}"
PBDB-T,"{'value': 13.47, 'error': None, 'unit': '%'}","{'value': 0.898, 'error': None, 'unit': 'V'}","{'value': 20.94, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.6, 'error': None, 'unit': '%'}"
Subphthalocyanine/C70,"{'value': 4.2, 'error': None, 'unit': '%'}","{'value': 1.05, 'error': None, 'unit': 'V'}","{'value': 6.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
Electrospun TiO2 with polyvinyl acetate (PVAc),"{'value': 4.5, 'error': None, 'unit': '%'}","{'value': 0.65, 'error': None, 'unit': 'V'}","{'value': 5.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.4, 'error': None, 'unit': '%'}"
Bilayer TiO2 nanofiber (NF) photoanode,"{'value': 8.4, 'error': None, 'unit': '%'}",,"{'value': 22.5, 'error': None, 'unit': 'mA/cm2'}",
Electrospun TiO2 nanorods,"{'value': 4.2, 'error': None, 'unit': '%'}",,,
Electrospun TiO2 nanorods,"{'value': 4.63, 'error': None, 'unit': '%'}",,,
Porous structured electrospun TiO2 nanofibers (NFs),"{'value': 5.51, 'error': None, 'unit': '%'}",,,
TiO2-graphene nanocomposite (TGC),"{'value': 6.49, 'error': None, 'unit': '%'}",,"{'value': 12.78, 'error': None, 'unit': 'mA/cm2'}",
Hollow mesoporous TiO2 NFs,"{'value': 5.6, 'error': None, 'unit': '%'}",,"{'value': 10.38, 'error': None, 'unit': 'mA/cm2'}",
TiO2-ZrO2 fiber composite electrodes,"{'value': 6.2, 'error': None, 'unit': '%'}",,,
TiO2/ZnO core-sheath NF film,"{'value': 5.17, 'error': None, 'unit': '%'}",,,
Hierarchically structured TiO2 NF electrodes,"{'value': 2.0, 'error': None, 'unit': '%'}",,,
BDT-BT-C24,"{'value': 4.6, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 8.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
BDT-FBT-C24,"{'value': 4.4, 'error': None, 'unit': '%'}","{'value': 0.99, 'error': None, 'unit': 'V'}","{'value': 7.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': None, 'unit': '%'}"
D2R(8 + 2)7T,"{'value': 2.46, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 6.77, 'error': None, 'unit': 'mA/cm2'}","{'value': 39.0, 'error': None, 'unit': '%'}"
