Absorber Layer,PCE,Voc,Jsc,FF
NO2PhO-AlPc,"{'value': 0.86, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 2.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.0, 'error': None, 'unit': '%'}"
α6T/Cl-AlPc,"{'value': 1.02, 'error': None, 'unit': '%'}","{'value': 0.61, 'error': None, 'unit': 'V'}","{'value': 3.82, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.0, 'error': None, 'unit': '%'}"
α6T/F5PhO-AlPc,"{'value': 1.12, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 4.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.0, 'error': None, 'unit': '%'}"
α6T/NO2PhO-AlPc,"{'value': 0.84, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 2.75, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.0, 'error': None, 'unit': '%'}"
"poly[(4,4′-bis(3-(2-ethyl-hexyl)dithieno[3,2-b:3′-d]silole)-2,6-diyl-alt-(2,5-(3-(2-ethylhexyl)thiophen-2-yl)thiazolo[5,4-d]thiazole)]:indene-C60 bisadduct (PSEHTT:ICBA)","{'value': 6.87, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 11.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.87, 'error': None, 'unit': '%'}"
BHBT2:PC61BM,"{'value': 0.98, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 1.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.3, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 11.19, 'error': None, 'unit': '%'}","{'value': 0.716, 'error': None, 'unit': 'V'}","{'value': 23.78, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.71, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 11.93, 'error': None, 'unit': '%'}","{'value': 0.703, 'error': None, 'unit': 'V'}","{'value': 26.16, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.87, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 10.68, 'error': None, 'unit': '%'}","{'value': 0.716, 'error': None, 'unit': 'V'}","{'value': 22.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.25, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 10.27, 'error': None, 'unit': '%'}","{'value': 0.708, 'error': None, 'unit': 'V'}","{'value': 21.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.15, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 5.16, 'error': None, 'unit': '%'}","{'value': 0.69, 'error': None, 'unit': 'V'}","{'value': 17.54, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.66, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 10.29, 'error': None, 'unit': '%'}","{'value': 0.69, 'error': None, 'unit': 'V'}","{'value': 24.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.58, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 8.05, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 21.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.84, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 6.67, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 18.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.65, 'error': None, 'unit': '%'}"
PTB7-Th:Coi8DFIC:PC61BM,"{'value': 1.17, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 7.43, 'error': None, 'unit': 'mA/cm2'}","{'value': 23.51, 'error': None, 'unit': '%'}"
PBDB-T:A1,"{'value': 1.01, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 3.38, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.42, 'error': None, 'unit': '%'}"
PBDB-T:A2,"{'value': 2.94, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 8.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.84, 'error': None, 'unit': '%'}"
N/A,"{'value': 9.34, 'error': None, 'unit': '%'}",,,
PM6/Y6,"{'value': 0.845, 'error': 0.002, 'unit': '%'}","{'value': 25.27, 'error': 0.12, 'unit': 'V'}","{'value': 77.5, 'error': 0.3, 'unit': 'mA/cm2'}","{'value': 16.55, 'error': 0.04, 'unit': '%'}"
CS/PM6/Y6,"{'value': 0.854, 'error': 0.002, 'unit': '%'}","{'value': 26.58, 'error': 0.25, 'unit': 'V'}","{'value': 78.6, 'error': 0.3, 'unit': 'mA/cm2'}","{'value': 17.84, 'error': 0.13, 'unit': '%'}"
PM6 + CS/Y6,"{'value': 0.855, 'error': 0.002, 'unit': '%'}","{'value': 25.92, 'error': 0.22, 'unit': 'V'}","{'value': 78.3, 'error': 0.5, 'unit': 'mA/cm2'}","{'value': 17.35, 'error': 0.07, 'unit': '%'}"
PM6/Y6 + CS,"{'value': 0.858, 'error': 0.003, 'unit': '%'}","{'value': 24.33, 'error': 0.16, 'unit': 'V'}","{'value': 76.9, 'error': 0.6, 'unit': 'mA/cm2'}","{'value': 16.06, 'error': 0.08, 'unit': '%'}"
N/A,"{'value': 14.1, 'error': None, 'unit': '%'}",,,"{'value': 81.0, 'error': None, 'unit': '%'}"
DPP3:PC71BM,"{'value': 4.06, 'error': None, 'unit': '%'}",,,
DPP4:PC71BM,"{'value': 5.31, 'error': None, 'unit': '%'}",,,
Cu4I6(pr-ted)2 NPs and CDs,"{'value': 6.3, 'error': None, 'unit': '%'}",,,
MAPbI3,"{'value': 20.22, 'error': None, 'unit': '%'}","{'value': 1.086, 'error': None, 'unit': 'V'}","{'value': 23.97, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.7, 'error': None, 'unit': '%'}"
TiO2 nanoparticles,"{'value': 8.2, 'error': None, 'unit': '%'}","{'value': 0.782, 'error': None, 'unit': 'V'}","{'value': 15.7, 'error': None, 'unit': 'mA/cm2'}",
C6,"{'value': 14.54, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 23.82, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.68, 'error': None, 'unit': '%'}"
C4,"{'value': 7.28, 'error': None, 'unit': '%'}",,,
P3HT:PCBM,"{'value': 4.24, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Silica rods,"{'value': 8.74, 'error': None, 'unit': '%'}",,,
Silica rods with silver layer,"{'value': 9.94, 'error': None, 'unit': '%'}",,,
TPA-PTZ-BDP:PC71BM,"{'value': 1.62, 'error': None, 'unit': '%'}","{'value': 0.672, 'error': None, 'unit': 'V'}","{'value': 6.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.8, 'error': None, 'unit': '%'}"
N-PTZ-BDP:PC71BM,"{'value': 1.71, 'error': None, 'unit': '%'}",,,
N/A,,"{'value': 1.18, 'error': None, 'unit': 'V'}",,"{'value': 89.63, 'error': None, 'unit': '%'}"
N/A,"{'value': 14.7, 'error': None, 'unit': '%'}","{'value': 843.0, 'error': None, 'unit': 'V'}","{'value': 23.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.88, 'error': None, 'unit': '%'}"
N/A,"{'value': 5.94, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 9.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.68, 'error': None, 'unit': '%'}"
Cs0.05(FA0.85MA0.15)0.95PbI3,"{'value': 16.4, 'error': None, 'unit': '%'}",,,
PBDT-TBT,"{'value': 4.4, 'error': None, 'unit': '%'}","{'value': 0.95, 'error': None, 'unit': 'V'}","{'value': 9.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.2, 'error': None, 'unit': '%'}"
PBDT-TTBT,"{'value': 5.5, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 11.82, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.5, 'error': None, 'unit': '%'}"
P2-PZ,"{'value': 2.0, 'error': None, 'unit': '%'}","{'value': 0.53, 'error': None, 'unit': 'V'}","{'value': 6.24, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.6, 'error': None, 'unit': '%'}"
P,"{'value': 0.58, 'error': None, 'unit': '%'}","{'value': 0.41, 'error': None, 'unit': 'V'}","{'value': 2.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.62, 'error': None, 'unit': '%'}"
CsPbI2Br,"{'value': 13.8, 'error': None, 'unit': '%'}","{'value': 1.19, 'error': None, 'unit': 'V'}","{'value': 15.66, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.1, 'error': None, 'unit': '%'}"
Cs0.05FA0.81MA0.14PbI2.55Br0.45,"{'value': 20.23, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PbSe nanocrystals,"{'value': 3.61, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Y-doped TiO2,"{'value': 7.61, 'error': None, 'unit': '%'}","{'value': 0.706, 'error': None, 'unit': 'V'}","{'value': 15.74, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.46, 'error': None, 'unit': '%'}"
"Poly(3-hexylthiophene):[6,6]-phenyl-C61-butyric acid methyl ester (P3HT:PCBM)","{'value': 10.0, 'error': None, 'unit': '%'}",,,
ZTO/CBS–GNs,"{'value': 18.4, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 0.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.00000000000001, 'error': None, 'unit': '%'}"
ZTO/CBS,"{'value': 3.3, 'error': None, 'unit': '%'}","{'value': 0.64, 'error': None, 'unit': 'V'}","{'value': 0.61, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
PCDTBT,"{'value': 4.35, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 9.42, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': None, 'unit': '%'}"
PCDTBT:[70]PCBM,"{'value': 4.57, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 10.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': None, 'unit': '%'}"
PTB7-Th and IEICO-4F with different weight ratios of TTZD,"{'value': 10.63, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 22.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
PTB7-Th and IEICO-4F with 3 wt% TTZD,"{'value': 10.63, 'error': None, 'unit': '%'}",,,
Perovskite,"{'value': 14.13, 'error': None, 'unit': '%'}",,"{'value': 21.85, 'error': None, 'unit': 'mA/cm2'}",
N/A,"{'value': 1.87, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Polymer:PC71BM,"{'value': 4.51, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 10.24, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.3, 'error': None, 'unit': '%'}"
PBDT-DTBO:PC71BM,"{'value': 5.63, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 10.24, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.3, 'error': None, 'unit': '%'}"
PBDT-DTBTQx:PC71BM,,,"{'value': 2.0, 'error': None, 'unit': ''}",
PBDT-TPD:PC71BM,,,"{'value': 2.0, 'error': None, 'unit': ''}",
CH3NH3PbI3,"{'value': 12.3, 'error': None, 'unit': '%'}","{'value': 1.08, 'error': None, 'unit': 'V'}","{'value': 18.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.3, 'error': None, 'unit': '%'}"
PTB7-Th,"{'value': 7.3, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 14.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 10.0, 'error': None, 'unit': '%'}","{'value': 0.303, 'error': None, 'unit': 'V'}","{'value': 8.0, 'error': None, 'unit': 'mA/cm2'}",
Not provided,"{'value': 4.06, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 12.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 16.64, 'error': None, 'unit': '%'}","{'value': 1.07, 'error': None, 'unit': 'V'}","{'value': 20.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.51, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 4.01, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 11.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.0, 'error': None, 'unit': '%'}"
NC-1,"{'value': 3.79, 'error': None, 'unit': '%'}","{'value': 0.683, 'error': None, 'unit': 'V'}","{'value': 8.07, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.8, 'error': None, 'unit': '%'}"
NC-2,"{'value': 4.22, 'error': None, 'unit': '%'}","{'value': 0.694, 'error': None, 'unit': 'V'}","{'value': 8.45, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.89999999999999, 'error': None, 'unit': '%'}"
NC-3,"{'value': 3.32, 'error': None, 'unit': '%'}","{'value': 0.671, 'error': None, 'unit': 'V'}","{'value': 6.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.0, 'error': None, 'unit': '%'}"
NC-4,"{'value': 2.38, 'error': None, 'unit': '%'}","{'value': 0.637, 'error': None, 'unit': 'V'}","{'value': 5.06, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.9, 'error': None, 'unit': '%'}"
PbI2−xClx,"{'value': 17.21, 'error': None, 'unit': '%'}",,,
OT1:P3HT,"{'value': 0.07, 'error': None, 'unit': '%'}","{'value': 0.36, 'error': None, 'unit': 'V'}","{'value': 0.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.28, 'error': None, 'unit': '%'}"
OT1:PCBM,"{'value': 0.75, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 3.25, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.37, 'error': None, 'unit': '%'}"
OT2:P3HT,"{'value': 0.19, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 0.72, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.36, 'error': None, 'unit': '%'}"
Polyvinylidene fluoride (PVDF) film,,"{'value': 192.0, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}",
S(TPA-BBT),"{'value': 0.81, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Ph-BDD,"{'value': 13.64, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 24.07, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
C4Ph-BDD,"{'value': 11.37, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 21.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
PM6:Ph-BDD,"{'value': 13.64, 'error': None, 'unit': '%'}",,,
PM6:C4Ph-BDD,"{'value': 11.37, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 16.36, 'error': None, 'unit': '%'}",,,
PM6:BTP-γ-Ar3F,"{'value': 17.42, 'error': None, 'unit': '%'}","{'value': 0.904, 'error': None, 'unit': 'V'}","{'value': 25.72, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.92, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 14.0, 'error': None, 'unit': '%'}",,,
CZTS,"{'value': 12.6, 'error': None, 'unit': '%'}",,,
CZTS,"{'value': 7.5, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 7.91, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': 0.04, 'unit': 'V'}","{'value': 16.26, 'error': 0.3, 'unit': 'mA/cm2'}","{'value': 56.00000000000001, 'error': 0.03, 'unit': '%'}"
N/A,"{'value': 8.16, 'error': 0.25, 'unit': '%'}",,"{'value': 15.56, 'error': 0.5, 'unit': 'mA/cm2'}","{'value': 56.99999999999999, 'error': 0.05, 'unit': '%'}"
PBDTBTs-BDD,"{'value': 7.76, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PBDTTBs-BDD,"{'value': 5.04, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
[70]PCBM,"{'value': 8.2, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PffBT4T-2OD:fullerene blend films,"{'value': 8.2, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
CH3NH3PbI3,"{'value': 15.47, 'error': None, 'unit': '%'}","{'value': 1.005, 'error': None, 'unit': 'V'}","{'value': 21.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.35, 'error': None, 'unit': '%'}"
Dye N719,"{'value': 8.1, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PBTT4BT,"{'value': 5.6, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 11.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
PBTT4BT/PC71BM,"{'value': 5.6, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 11.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
PBTT4BO/PC61BM,"{'value': 3.2, 'error': None, 'unit': '%'}",,,
PBTT4BO,"{'value': 2.9, 'error': None, 'unit': '%'}","{'value': 0.75, 'error': None, 'unit': 'V'}","{'value': 7.14, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 3.81, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3−xBrx,"{'value': 16.2, 'error': None, 'unit': '%'}",,"{'value': 21.5, 'error': None, 'unit': 'mA/cm2'}",
MAPb(I1−xBrx)3,"{'value': 17.9, 'error': None, 'unit': '%'}",,,
FAPbI3,"{'value': 20.1, 'error': None, 'unit': '%'}",,,
MX3,"{'value': 18.0, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Tat-2,"{'value': 23.75, 'error': None, 'unit': '%'}",,,
PTPBI,"{'value': 1.37, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 3.81, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.0, 'error': None, 'unit': '%'}"
PTPBI,"{'value': 1.45, 'error': None, 'unit': '%'}",,"{'value': 5.24, 'error': None, 'unit': 'mA/cm2'}",
PTPBI,"{'value': 1.77, 'error': None, 'unit': '%'}",,"{'value': 6.72, 'error': None, 'unit': 'mA/cm2'}",
PHQACl-CN3,"{'value': 18.21, 'error': None, 'unit': '%'}",,,
Poly(vinylpyrrolidone)-doped SnO2,"{'value': 19.42, 'error': None, 'unit': '%'}",,,
SnO2,"{'value': 18.05, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 5.06, 'error': None, 'unit': '%'}",,"{'value': 12.7, 'error': None, 'unit': 'mA/cm2'}",
PbI2·MAI·1.5MAAc,"{'value': 22.9, 'error': None, 'unit': '%'}","{'value': 1.0, 'error': None, 'unit': 'V'}","{'value': 0.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 17.51, 'error': None, 'unit': '%'}"
Pb(Ac)2·3MAI,"{'value': 20.92, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 0.72, 'error': None, 'unit': 'mA/cm2'}","{'value': 13.95, 'error': None, 'unit': '%'}"
Pb(Ac)2·3H2O·3MAI,"{'value': 19.32, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 0.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 10.02, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 17.39, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 20.97, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.3, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 18.88, 'error': None, 'unit': '%'}","{'value': 1.12, 'error': None, 'unit': 'V'}","{'value': 22.14, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.29, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 20.07, 'error': None, 'unit': '%'}","{'value': 1.13, 'error': None, 'unit': 'V'}","{'value': 23.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.98, 'error': None, 'unit': '%'}"
ZR1-C3:BTP-C11-N2Cl,"{'value': 11.01, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 20.06, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.23, 'error': None, 'unit': '%'}"
ZR1-C3:BTP-C9-N2F,"{'value': 11.44, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 20.02, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.89, 'error': None, 'unit': '%'}"
ZR1-C3:BTP-C9-N4F,"{'value': 14.29, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 23.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.75, 'error': None, 'unit': '%'}"
ZR1-C3,"{'value': 14.29, 'error': None, 'unit': '%'}",,,
(EA)2(MA)n−1PbnI3n+1,"{'value': 9.46, 'error': None, 'unit': '%'}","{'value': 1.031, 'error': None, 'unit': 'V'}","{'value': 18.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.4, 'error': None, 'unit': '%'}"
(EA)2(MA)n−1PbnI3n+1,"{'value': 11.59, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 15.25, 'error': None, 'unit': 'mA/cm2'}",
(EA)2(MA)n−1PbnI3n+1,"{'value': 14.87, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 18.59, 'error': None, 'unit': 'mA/cm2'}",
(EA)2(MA)n−1PbnI3n+1,"{'value': 11.88, 'error': None, 'unit': '%'}",,,
PTB7:PC71BM:SMPV1,"{'value': 8.83, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 16.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.76, 'error': None, 'unit': '%'}"
TQm6:TQm12:PC71BM,"{'value': 14.1, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 15.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
Not provided,"{'value': 17.0, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 20.05, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
TiO2 nanorods,"{'value': 5.7, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 8.05, 'error': None, 'unit': '%'}","{'value': 0.79, 'error': None, 'unit': 'V'}","{'value': 15.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.3, 'error': None, 'unit': '%'}"
N/A,"{'value': 9.36, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 16.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.8, 'error': None, 'unit': '%'}"
N/A,"{'value': 8.62, 'error': None, 'unit': '%'}","{'value': 0.79, 'error': None, 'unit': 'V'}","{'value': 16.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.2, 'error': None, 'unit': '%'}"
N/A,"{'value': 7.93, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 16.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.2, 'error': None, 'unit': '%'}"
ZnSe/ZnS:Mn/ZnS QDs,"{'value': 20.7, 'error': None, 'unit': '%'}",,,
CdS,"{'value': 0.033, 'error': None, 'unit': '%'}","{'value': 0.35, 'error': None, 'unit': 'V'}",,
Zn-5,"{'value': 3.1, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 5.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.0, 'error': None, 'unit': '%'}"
2D MASnBr3,"{'value': 23.46, 'error': None, 'unit': '%'}","{'value': 2.64, 'error': None, 'unit': 'V'}","{'value': 9.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 94.0, 'error': None, 'unit': '%'}"
A1,"{'value': 5.39, 'error': None, 'unit': '%'}",,,
pDTG2-BT,,,"{'value': 2.0, 'error': None, 'unit': ''}",
pDTG2-PT,,,"{'value': 2.0, 'error': None, 'unit': ''}",
N7,,"{'value': 1.17, 'error': None, 'unit': 'V'}",,
Nb3O7F,"{'value': 1.68, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Nb3O7F,"{'value': 2.78, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PTB7:PC71BM,"{'value': 7.72, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 15.04, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.81, 'error': None, 'unit': '%'}"
PTB7:PC71BM,"{'value': 8.72, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 18.11, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.7, 'error': None, 'unit': '%'}"
